Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location,RowID
122740150,B07,12090358,Structure Fire,09/30/2012,09/30/2012,09/30/2012 11:58:15 AM,09/30/2012 11:58:42 AM,09/30/2012 11:59:25 AM,,09/30/2012 12:01:31 PM,,,Other,09/30/2012 12:01:55 PM,300 Block of ARGUELLO BLVD,SF,94118,B07,10,7114,3,3,3,false,Fire,1,CHIEF,1,7,1,Inner Richmond,"(37.7835044858237, -122.459090569412)",122740150-B07
122740150,D2,12090358,Structure Fire,09/30/2012,09/30/2012,09/30/2012 11:58:15 AM,09/30/2012 11:58:42 AM,09/30/2012 11:59:25 AM,09/30/2012 12:00:24 PM,,,,Other,09/30/2012 12:05:21 PM,300 Block of ARGUELLO BLVD,SF,94118,B07,10,7114,3,3,3,false,Fire,1,CHIEF,6,7,1,Inner Richmond,"(37.7835044858237, -122.459090569412)",122740150-D2
122740150,E10,12090358,Structure Fire,09/30/2012,09/30/2012,09/30/2012 11:58:15 AM,09/30/2012 11:58:42 AM,09/30/2012 11:59:25 AM,09/30/2012 12:00:31 PM,09/30/2012 12:02:04 PM,,,Other,09/30/2012 12:09:54 PM,300 Block of ARGUELLO BLVD,SF,94118,B07,10,7114,3,3,3,true,Fire,1,ENGINE,2,7,1,Inner Richmond,"(37.7835044858237, -122.459090569412)",122740150-E10
122740150,E31,12090358,Structure Fire,09/30/2012,09/30/2012,09/30/2012 11:58:15 AM,09/30/2012 11:58:42 AM,09/30/2012 11:59:25 AM,09/30/2012 12:00:41 PM,09/30/2012 12:02:50 PM,,,Other,09/30/2012 12:05:21 PM,300 Block of ARGUELLO BLVD,SF,94118,B07,10,7114,3,3,3,false,Fire,1,ENGINE,4,7,1,Inner Richmond,"(37.7835044858237, -122.459090569412)",122740150-E31
122740150,E51,12090358,Structure Fire,09/30/2012,09/30/2012,09/30/2012 11:58:15 AM,09/30/2012 11:58:42 AM,09/30/2012 11:59:25 AM,09/30/2012 12:00:07 PM,,,,Other,09/30/2012 12:05:10 PM,300 Block of ARGUELLO BLVD,SF,94118,B07,10,7114,3,3,3,true,Fire,1,ENGINE,8,7,1,Inner Richmond,"(37.7835044858237, -122.459090569412)",122740150-E51
122740150,KM01,12090358,Structure Fire,09/30/2012,09/30/2012,09/30/2012 11:58:15 AM,09/30/2012 11:58:42 AM,09/30/2012 11:59:25 AM,,,,,Other,09/30/2012 11:59:51 AM,300 Block of ARGUELLO BLVD,SF,94118,B07,10,7114,3,3,3,false,Fire,1,PRIVATE,11,7,1,Inner Richmond,"(37.7835044858237, -122.459090569412)",122740150-KM01
122740150,RS1,12090358,Structure Fire,09/30/2012,09/30/2012,09/30/2012 11:58:15 AM,09/30/2012 11:58:42 AM,09/30/2012 11:59:25 AM,09/30/2012 12:00:14 PM,,,,Other,09/30/2012 12:04:02 PM,300 Block of ARGUELLO BLVD,SF,94118,B07,10,7114,3,3,3,false,Fire,1,RESCUE SQUAD,10,7,1,Inner Richmond,"(37.7835044858237, -122.459090569412)",122740150-RS1
122740150,T10,12090358,Structure Fire,09/30/2012,09/30/2012,09/30/2012 11:58:15 AM,09/30/2012 11:58:42 AM,09/30/2012 11:59:25 AM,09/30/2012 12:00:35 PM,09/30/2012 12:02:25 PM,,,Other,09/30/2012 12:05:21 PM,300 Block of ARGUELLO BLVD,SF,94118,B07,10,7114,3,3,3,false,Fire,1,TRUCK,3,7,1,Inner Richmond,"(37.7835044858237, -122.459090569412)",122740150-T10
122740150,T12,12090358,Structure Fire,09/30/2012,09/30/2012,09/30/2012 11:58:15 AM,09/30/2012 11:58:42 AM,09/30/2012 11:59:25 AM,09/30/2012 12:00:54 PM,,,,Other,09/30/2012 12:05:21 PM,300 Block of ARGUELLO BLVD,SF,94118,B07,10,7114,3,3,3,false,Fire,1,TRUCK,7,7,1,Inner Richmond,"(37.7835044858237, -122.459090569412)",122740150-T12
122740151,77,12090360,Medical Incident,09/30/2012,09/30/2012,09/30/2012 12:01:11 PM,09/30/2012 12:01:41 PM,09/30/2012 12:03:34 PM,09/30/2012 12:04:12 PM,,,,Other,09/30/2012 12:11:10 PM,CYRIL MAGNIN ST/MARKET ST,SF,94103,B03,01,1366,2,2,2,true,Non Life-threatening,1,MEDIC,1,3,6,South of Market,"(37.7839914857614, -122.408066547804)",122740151-77
122740152,55,12090359,Medical Incident,09/30/2012,09/30/2012,09/30/2012 12:01:40 PM,09/30/2012 12:02:55 PM,09/30/2012 12:03:04 PM,09/30/2012 12:03:25 PM,09/30/2012 12:07:02 PM,09/30/2012 12:27:45 PM,09/30/2012 12:37:27 PM,Code 2 Transport,09/30/2012 01:13:05 PM,0 Block of YACHT RD,SF,94123,B04,16,4215,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,None,2,Marina,"(37.8067582085576, -122.446916219003)",122740152-55
122740152,E16,12090359,Medical Incident,09/30/2012,09/30/2012,09/30/2012 12:01:40 PM,09/30/2012 12:02:55 PM,09/30/2012 12:03:04 PM,09/30/2012 12:04:18 PM,,,,Other,09/30/2012 12:08:11 PM,0 Block of YACHT RD,SF,94123,B04,16,4215,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,None,2,Marina,"(37.8067582085576, -122.446916219003)",122740152-E16
122740153,54,12090361,Medical Incident,09/30/2012,09/30/2012,09/30/2012 12:03:16 PM,09/30/2012 12:03:24 PM,09/30/2012 12:04:11 PM,09/30/2012 12:04:20 PM,,,,Other,09/30/2012 12:10:22 PM,0 Block of 6TH ST,SF,94103,B03,01,2251,2,2,2,true,Non Life-threatening,1,MEDIC,1,3,6,South of Market,"(37.7812234542945, -122.408928070797)",122740153-54
122740154,67,12090362,Traffic Collision,09/30/2012,09/30/2012,09/30/2012 12:07:49 PM,09/30/2012 12:09:42 PM,09/30/2012 12:09:51 PM,09/30/2012 12:10:06 PM,,,,Other,09/30/2012 12:15:35 PM,15TH ST/GUERRERO ST,SF,94103,B02,06,5226,2,2,2,true,Non Life-threatening,1,MEDIC,2,2,8,Mission,"(37.7664057681804, -122.42425811346)",122740154-67
122740154,E06,12090362,Traffic Collision,09/30/2012,09/30/2012,09/30/2012 12:07:49 PM,09/30/2012 12:09:42 PM,09/30/2012 12:09:51 PM,09/30/2012 12:11:08 PM,09/30/2012 12:14:20 PM,,,Other,09/30/2012 12:15:42 PM,15TH ST/GUERRERO ST,SF,94103,B02,06,5226,2,2,2,true,Non Life-threatening,1,ENGINE,1,2,8,Mission,"(37.7664057681804, -122.42425811346)",122740154-E06
122740155,T15,12090363,Citizen Assist / Service Call,09/30/2012,09/30/2012,09/30/2012 12:10:01 PM,09/30/2012 12:11:09 PM,09/30/2012 12:11:19 PM,09/30/2012 12:12:23 PM,09/30/2012 12:16:14 PM,,,Fire,09/30/2012 12:27:06 PM,400 Block of ORIZABA AVE,SF,94112,B09,33,8415,3,3,3,false,Alarm,1,TRUCK,1,9,11,Oceanview/Merced/Ingleside,"(37.7176443562989, -122.462566898632)",122740155-T15
122740156,88,12090364,Medical Incident,09/30/2012,09/30/2012,09/30/2012 12:12:07 PM,09/30/2012 12:13:47 PM,09/30/2012 12:14:43 PM,09/30/2012 12:14:53 PM,,,,Unable to Locate,09/30/2012 12:21:07 PM,HYDE ST/BEACH ST,SF,94109,B01,28,1615,3,3,3,false,Potentially Life-Threatening,1,MEDIC,3,1,2,Russian Hill,"(37.8066577323833, -122.420559965185)",122740156-88
122740156,E16,12090364,Medical Incident,09/30/2012,09/30/2012,09/30/2012 12:12:07 PM,09/30/2012 12:13:47 PM,09/30/2012 12:14:43 PM,09/30/2012 12:15:04 PM,09/30/2012 12:18:50 PM,,,Other,09/30/2012 12:20:40 PM,HYDE ST/BEACH ST,SF,94109,B01,28,1615,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,1,2,Russian Hill,"(37.8066577323833, -122.420559965185)",122740156-E16
122740156,E28,12090364,Medical Incident,09/30/2012,09/30/2012,09/30/2012 12:12:07 PM,09/30/2012 12:13:47 PM,09/30/2012 12:14:43 PM,09/30/2012 12:15:40 PM,09/30/2012 12:17:27 PM,,,Other,09/30/2012 12:20:53 PM,HYDE ST/BEACH ST,SF,94109,B01,28,1615,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,1,2,Russian Hill,"(37.8066577323833, -122.420559965185)",122740156-E28
122740157,86,12090367,Medical Incident,09/30/2012,09/30/2012,09/30/2012 12:13:13 PM,09/30/2012 12:14:34 PM,09/30/2012 12:18:03 PM,09/30/2012 12:18:32 PM,09/30/2012 12:27:39 PM,,,Patient Declined Transport,09/30/2012 12:54:55 PM,0 Block of ESPANOLA ST,SF,94124,B10,17,6641,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,10,10,Bayview Hunters Point,"(37.7310696411386, -122.379978569038)",122740157-86
122740158,54,12090365,Medical Incident,09/30/2012,09/30/2012,09/30/2012 12:14:54 PM,09/30/2012 12:15:44 PM,09/30/2012 12:16:33 PM,09/30/2012 12:17:16 PM,09/30/2012 12:21:05 PM,09/30/2012 12:43:11 PM,09/30/2012 01:07:34 PM,Code 2 Transport,09/30/2012 01:45:53 PM,900 Block of GEARY ST,SF,94109,B04,03,3116,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,4,6,Tenderloin,"(37.7860512191302, -122.418924278325)",122740158-54
122740158,E03,12090365,Medical Incident,09/30/2012,09/30/2012,09/30/2012 12:14:54 PM,09/30/2012 12:15:44 PM,09/30/2012 12:16:33 PM,09/30/2012 12:17:46 PM,09/30/2012 12:18:49 PM,,,Other,09/30/2012 12:27:44 PM,900 Block of GEARY ST,SF,94109,B04,03,3116,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,4,6,Tenderloin,"(37.7860512191302, -122.418924278325)",122740158-E03
122740159,E36,12090366,Medical Incident,09/30/2012,09/30/2012,09/30/2012 12:15:04 PM,09/30/2012 12:16:28 PM,09/30/2012 12:17:15 PM,09/30/2012 12:19:03 PM,09/30/2012 12:20:59 PM,,,No Merit,09/30/2012 12:22:58 PM,1100 Block of MARKET ST,SF,94103,B02,01,2317,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,2,6,South of Market,"(37.7795310846627, -122.413542548681)",122740159-E36
122740159,KM09,12090366,Medical Incident,09/30/2012,09/30/2012,09/30/2012 12:15:04 PM,09/30/2012 12:16:28 PM,09/30/2012 12:17:15 PM,09/30/2012 12:17:54 PM,,,,Other,09/30/2012 12:22:58 PM,1100 Block of MARKET ST,SF,94103,B02,01,2317,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,2,6,South of Market,"(37.7795310846627, -122.413542548681)",122740159-KM09
122740160,77,12090368,Medical Incident,09/30/2012,09/30/2012,09/30/2012 12:19:24 PM,09/30/2012 12:19:37 PM,09/30/2012 12:20:10 PM,,,,,Other,09/30/2012 12:21:31 PM,POWELL ST/MARKET ST,SF,94103,B03,01,1364,3,3,3,true,Potentially Life-Threatening,1,MEDIC,3,3,3,Financial District/South Beach,"(37.7845601421794, -122.407337041666)",122740160-77
122740160,87,12090368,Medical Incident,09/30/2012,09/30/2012,09/30/2012 12:19:24 PM,09/30/2012 12:19:37 PM,09/30/2012 12:20:10 PM,09/30/2012 12:22:18 PM,09/30/2012 12:25:54 PM,,,No Merit,09/30/2012 12:56:50 PM,POWELL ST/MARKET ST,SF,94103,B03,01,1364,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,3,3,Financial District/South Beach,"(37.7845601421794, -122.407337041666)",122740160-87
122740160,E01,12090368,Medical Incident,09/30/2012,09/30/2012,09/30/2012 12:19:24 PM,09/30/2012 12:19:37 PM,09/30/2012 12:20:10 PM,09/30/2012 12:22:09 PM,09/30/2012 12:24:04 PM,,,Other,09/30/2012 12:31:46 PM,POWELL ST/MARKET ST,SF,94103,B03,01,1364,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,3,3,Financial District/South Beach,"(37.7845601421794, -122.407337041666)",122740160-E01
122740162,57,12090369,Medical Incident,09/30/2012,09/30/2012,09/30/2012 12:25:58 PM,09/30/2012 12:27:07 PM,09/30/2012 12:27:32 PM,09/30/2012 12:29:12 PM,09/30/2012 12:37:36 PM,09/30/2012 12:56:27 PM,09/30/2012 01:46:11 PM,Code 2 Transport,09/30/2012 01:48:56 PM,300 Block of GRANT AVE,SF,94108,B01,13,1315,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,1,3,Financial District/South Beach,"(37.7898465521571, -122.405516597507)",122740162-57
122740162,E13,12090369,Medical Incident,09/30/2012,09/30/2012,09/30/2012 12:25:58 PM,09/30/2012 12:27:07 PM,09/30/2012 12:27:32 PM,09/30/2012 12:28:43 PM,09/30/2012 12:31:26 PM,,,Other,09/30/2012 12:53:55 PM,300 Block of GRANT AVE,SF,94108,B01,13,1315,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,1,3,Financial District/South Beach,"(37.7898465521571, -122.405516597507)",122740162-E13
122740163,E07,12090370,Structure Fire,09/30/2012,09/30/2012,09/30/2012 12:33:56 PM,09/30/2012 12:33:56 PM,09/30/2012 12:34:29 PM,09/30/2012 12:35:18 PM,09/30/2012 12:37:24 PM,,,Other,09/30/2012 12:37:37 PM,19TH ST/DOLORES ST,SF,94110,B06,07,5435,3,3,3,true,Alarm,1,ENGINE,1,6,8,Castro/Upper Market,"(37.7598296133915, -122.425920303181)",122740163-E07
122740163,T07,12090370,Structure Fire,09/30/2012,09/30/2012,09/30/2012 12:33:56 PM,09/30/2012 12:33:56 PM,09/30/2012 12:34:29 PM,09/30/2012 12:35:25 PM,,,,Other,09/30/2012 12:37:37 PM,19TH ST/DOLORES ST,SF,94110,B06,07,5435,3,3,3,false,Alarm,1,TRUCK,2,6,8,Castro/Upper Market,"(37.7598296133915, -122.425920303181)",122740163-T07
122740164,B09,12090371,Outside Fire,09/30/2012,09/30/2012,09/30/2012 12:30:16 PM,09/30/2012 12:34:21 PM,09/30/2012 12:35:54 PM,09/30/2012 12:37:51 PM,09/30/2012 12:42:50 PM,,,Fire,09/30/2012 12:48:44 PM,5800 Block of MISSION ST,SF,94112,B09,33,6213,3,3,3,false,Fire,1,CHIEF,3,9,11,Excelsior,"(37.7090590578532, -122.451746963381)",122740164-B09
122740164,E33,12090371,Outside Fire,09/30/2012,09/30/2012,09/30/2012 12:30:16 PM,09/30/2012 12:34:21 PM,09/30/2012 12:35:54 PM,09/30/2012 12:36:56 PM,09/30/2012 12:38:12 PM,,,Other,09/30/2012 12:49:38 PM,5800 Block of MISSION ST,SF,94112,B09,33,6213,3,3,3,true,Fire,1,ENGINE,1,9,11,Excelsior,"(37.7090590578532, -122.451746963381)",122740164-E33
122740164,T15,12090371,Outside Fire,09/30/2012,09/30/2012,09/30/2012 12:30:16 PM,09/30/2012 12:34:21 PM,09/30/2012 12:35:54 PM,09/30/2012 12:36:16 PM,09/30/2012 12:42:35 PM,,,Other,09/30/2012 12:46:29 PM,5800 Block of MISSION ST,SF,94112,B09,33,6213,3,3,3,false,Fire,1,TRUCK,2,9,11,Excelsior,"(37.7090590578532, -122.451746963381)",122740164-T15
122740165,B04,12090372,Alarms,09/30/2012,09/30/2012,09/30/2012 12:36:08 PM,09/30/2012 12:38:46 PM,09/30/2012 12:39:14 PM,09/30/2012 12:40:37 PM,09/30/2012 12:42:55 PM,,,Other,09/30/2012 12:51:09 PM,1400 Block of GOUGH ST,SF,94109,B04,03,3256,3,3,3,false,Alarm,1,CHIEF,3,4,5,Japantown,"(37.7866547420796, -122.425021026427)",122740165-B04
122740165,E03,12090372,Alarms,09/30/2012,09/30/2012,09/30/2012 12:36:08 PM,09/30/2012 12:38:46 PM,09/30/2012 12:39:14 PM,09/30/2012 12:40:18 PM,09/30/2012 12:42:29 PM,,,Other,09/30/2012 01:22:03 PM,1400 Block of GOUGH ST,SF,94109,B04,03,3256,3,3,3,true,Alarm,1,ENGINE,1,4,5,Japantown,"(37.7866547420796, -122.425021026427)",122740165-E03
122740165,T03,12090372,Alarms,09/30/2012,09/30/2012,09/30/2012 12:36:08 PM,09/30/2012 12:38:46 PM,09/30/2012 12:39:14 PM,09/30/2012 12:41:14 PM,09/30/2012 12:42:41 PM,,,Other,09/30/2012 12:48:57 PM,1400 Block of GOUGH ST,SF,94109,B04,03,3256,3,3,3,false,Alarm,1,TRUCK,2,4,5,Japantown,"(37.7866547420796, -122.425021026427)",122740165-T03
122740167,E01,12090373,Structure Fire,09/30/2012,09/30/2012,09/30/2012 12:40:51 PM,09/30/2012 12:40:51 PM,09/30/2012 12:41:06 PM,09/30/2012 12:42:39 PM,09/30/2012 12:46:01 PM,,,Other,09/30/2012 12:46:02 PM,TAYLOR ST/EDDY ST,SF,94102,B03,01,1453,3,3,3,true,Alarm,1,ENGINE,1,3,6,Tenderloin,"(37.7841410121878, -122.410951620282)",122740167-E01
122740167,T01,12090373,Structure Fire,09/30/2012,09/30/2012,09/30/2012 12:40:51 PM,09/30/2012 12:40:51 PM,09/30/2012 12:41:06 PM,09/30/2012 12:42:34 PM,,,,Other,09/30/2012 12:46:15 PM,TAYLOR ST/EDDY ST,SF,94102,B03,01,1453,3,3,3,false,Alarm,1,TRUCK,2,3,6,Tenderloin,"(37.7841410121878, -122.410951620282)",122740167-T01
122740168,E02,12090374,Alarms,09/30/2012,09/30/2012,09/30/2012 12:44:10 PM,09/30/2012 12:44:10 PM,09/30/2012 12:44:36 PM,,,,,Other,09/30/2012 12:45:49 PM,MASON ST/MARKET ST,SF,94103,B03,01,1365,3,3,3,true,Alarm,1,ENGINE,1,3,6,South of Market,"(37.7832878520296, -122.408952160052)",122740168-E02
122740168,T02,12090374,Alarms,09/30/2012,09/30/2012,09/30/2012 12:44:10 PM,09/30/2012 12:44:10 PM,09/30/2012 12:44:36 PM,09/30/2012 12:45:39 PM,,,,Other,09/30/2012 12:45:49 PM,MASON ST/MARKET ST,SF,94103,B03,01,1365,3,3,3,false,Alarm,1,TRUCK,2,3,6,South of Market,"(37.7832878520296, -122.408952160052)",122740168-T02
122740169,AM16,12090375,Medical Incident,09/30/2012,09/30/2012,09/30/2012 12:45:14 PM,09/30/2012 12:45:27 PM,09/30/2012 12:46:15 PM,09/30/2012 12:46:51 PM,09/30/2012 12:51:35 PM,09/30/2012 01:08:29 PM,09/30/2012 01:13:37 PM,Code 3 Transport,09/30/2012 01:54:03 PM,3400 Block of MISSION ST,SF,94110,B06,32,5626,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,6,9,Bernal Heights,"(37.7413688552467, -122.422541993784)",122740169-AM16
122740169,E32,12090375,Medical Incident,09/30/2012,09/30/2012,09/30/2012 12:45:14 PM,09/30/2012 12:45:27 PM,09/30/2012 12:46:15 PM,09/30/2012 12:47:27 PM,09/30/2012 12:49:16 PM,,,Other,09/30/2012 01:23:09 PM,3400 Block of MISSION ST,SF,94110,B06,32,5626,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,6,9,Bernal Heights,"(37.7413688552467, -122.422541993784)",122740169-E32
122740170,E48,12090376,Medical Incident,09/30/2012,09/30/2012,09/30/2012 12:48:40 PM,09/30/2012 12:50:04 PM,09/30/2012 12:50:47 PM,09/30/2012 12:52:31 PM,09/30/2012 12:54:40 PM,,,Other,09/30/2012 01:13:17 PM,1100 Block of REEVES CT,TI,94130,B03,48,2931,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,None,6,Treasure Island,"(37.8288138143926, -122.376263184414)",122740170-E48
122740170,KM09,12090376,Medical Incident,09/30/2012,09/30/2012,09/30/2012 12:48:40 PM,09/30/2012 12:50:04 PM,09/30/2012 12:50:47 PM,09/30/2012 12:52:34 PM,09/30/2012 01:01:29 PM,09/30/2012 01:20:09 PM,09/30/2012 01:39:19 PM,Code 2 Transport,09/30/2012 02:15:20 PM,1100 Block of REEVES CT,TI,94130,B03,48,2931,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,3,None,6,Treasure Island,"(37.8288138143926, -122.376263184414)",122740170-KM09
122740170,RA48,12090376,Medical Incident,09/30/2012,09/30/2012,09/30/2012 12:48:40 PM,09/30/2012 12:50:04 PM,09/30/2012 12:50:47 PM,09/30/2012 12:52:31 PM,09/30/2012 12:54:38 PM,,,Other,09/30/2012 01:12:14 PM,1100 Block of REEVES CT,TI,94130,B03,48,2931,3,3,3,false,Potentially Life-Threatening,1,MEDIC,1,None,6,Treasure Island,"(37.8288138143926, -122.376263184414)",122740170-RA48
122740171,83,12090377,Medical Incident,09/30/2012,09/30/2012,09/30/2012 12:49:29 PM,09/30/2012 12:52:02 PM,09/30/2012 12:52:27 PM,09/30/2012 12:52:39 PM,09/30/2012 01:01:26 PM,,,No Merit,09/30/2012 01:08:27 PM,9TH ST/BRYANT ST,SF,94103,B03,29,2324,2,2,2,true,Non Life-threatening,1,MEDIC,1,2,6,South of Market,"(37.7712907918294, -122.408531083232)",122740171-83
122740172,67,12090378,Medical Incident,09/30/2012,09/30/2012,09/30/2012 12:52:19 PM,09/30/2012 12:52:44 PM,09/30/2012 12:53:06 PM,09/30/2012 12:53:25 PM,09/30/2012 12:58:43 PM,09/30/2012 01:10:30 PM,09/30/2012 01:33:34 PM,Code 2 Transport,09/30/2012 02:09:35 PM,500 Block of DOLORES ST,SF,94114,B06,07,5435,3,2,2,true,Non Life-threatening,1,MEDIC,2,6,8,Castro/Upper Market,"(37.7606186794333, -122.426153349478)",122740172-67
122740172,E07,12090378,Medical Incident,09/30/2012,09/30/2012,09/30/2012 12:52:19 PM,09/30/2012 12:52:44 PM,09/30/2012 12:53:06 PM,09/30/2012 12:54:15 PM,09/30/2012 12:56:12 PM,,,Other,09/30/2012 01:06:02 PM,500 Block of DOLORES ST,SF,94114,B06,07,5435,3,2,2,true,Non Life-threatening,1,ENGINE,1,6,8,Castro/Upper Market,"(37.7606186794333, -122.426153349478)",122740172-E07
122740174,E34,12090379,Medical Incident,09/30/2012,09/30/2012,09/30/2012 12:55:54 PM,09/30/2012 12:56:15 PM,09/30/2012 12:56:33 PM,09/30/2012 12:57:19 PM,09/30/2012 12:58:29 PM,,,Other,09/30/2012 01:25:03 PM,7500 Block of GEARY BLVD,SF,94121,B07,34,7264,3,2,2,true,Non Life-threatening,1,ENGINE,1,7,1,Outer Richmond,"(37.779202123681, -122.501331891706)",122740174-E34
122740174,KM01,12090379,Medical Incident,09/30/2012,09/30/2012,09/30/2012 12:55:54 PM,09/30/2012 12:56:15 PM,09/30/2012 12:56:33 PM,09/30/2012 12:57:23 PM,09/30/2012 01:07:56 PM,09/30/2012 01:34:13 PM,09/30/2012 01:51:52 PM,Code 2 Transport,09/30/2012 02:22:16 PM,7500 Block of GEARY BLVD,SF,94121,B07,34,7264,3,2,2,false,Non Life-threatening,1,PRIVATE,2,7,1,Outer Richmond,"(37.779202123681, -122.501331891706)",122740174-KM01
122740175,B04,12090380,Alarms,09/30/2012,09/30/2012,09/30/2012 12:57:11 PM,09/30/2012 12:58:53 PM,09/30/2012 12:59:16 PM,09/30/2012 01:00:39 PM,09/30/2012 01:03:05 PM,,,Fire,09/30/2012 01:08:55 PM,2000 Block of POST ST,SF,94115,B04,05,3622,3,3,3,false,Alarm,1,CHIEF,3,4,5,Japantown,"(37.7848942765225, -122.435560105122)",122740175-B04
122740175,E05,12090380,Alarms,09/30/2012,09/30/2012,09/30/2012 12:57:11 PM,09/30/2012 12:58:53 PM,09/30/2012 12:59:16 PM,09/30/2012 12:59:52 PM,09/30/2012 01:02:23 PM,,,Other,09/30/2012 01:12:12 PM,2000 Block of POST ST,SF,94115,B04,05,3622,3,3,3,true,Alarm,1,ENGINE,1,4,5,Japantown,"(37.7848942765225, -122.435560105122)",122740175-E05
122740175,T05,12090380,Alarms,09/30/2012,09/30/2012,09/30/2012 12:57:11 PM,09/30/2012 12:58:53 PM,09/30/2012 12:59:16 PM,09/30/2012 01:00:33 PM,09/30/2012 01:02:37 PM,,,Other,09/30/2012 01:14:43 PM,2000 Block of POST ST,SF,94115,B04,05,3622,3,3,3,false,Alarm,1,TRUCK,2,4,5,Japantown,"(37.7848942765225, -122.435560105122)",122740175-T05
122740176,E28,12090381,Structure Fire,09/30/2012,09/30/2012,09/30/2012 12:59:07 PM,09/30/2012 12:59:08 PM,09/30/2012 12:59:49 PM,09/30/2012 01:00:25 PM,09/30/2012 01:02:42 PM,,,Other,09/30/2012 01:03:35 PM,POLK ST/BEACH ST,SF,94109,B01,28,3135,3,3,3,true,Alarm,1,ENGINE,1,1,2,Russian Hill,"(37.8062218934452, -122.423844681839)",122740176-E28
122740176,T16,12090381,Structure Fire,09/30/2012,09/30/2012,09/30/2012 12:59:07 PM,09/30/2012 12:59:08 PM,09/30/2012 12:59:49 PM,09/30/2012 01:00:03 PM,,,,Other,09/30/2012 01:03:35 PM,POLK ST/BEACH ST,SF,94109,B01,28,3135,3,3,3,false,Alarm,1,TRUCK,2,1,2,Russian Hill,"(37.8062218934452, -122.423844681839)",122740176-T16
122740178,87,12090382,Medical Incident,09/30/2012,09/30/2012,09/30/2012 01:01:21 PM,09/30/2012 01:02:24 PM,09/30/2012 01:03:33 PM,09/30/2012 01:04:02 PM,,,,Other,09/30/2012 01:08:46 PM,1100 Block of MISSION ST,SF,94103,B02,36,2318,2,2,2,true,Non Life-threatening,1,MEDIC,1,2,6,South of Market,"(37.7777124404316, -122.412736707425)",122740178-87
122740179,B02,12090383,Alarms,09/30/2012,09/30/2012,09/30/2012 01:03:01 PM,09/30/2012 01:03:53 PM,09/30/2012 01:04:13 PM,09/30/2012 01:05:25 PM,09/30/2012 01:06:44 PM,,,Fire,09/30/2012 01:10:59 PM,0 Block of GROVE ST,SF,94102,B02,36,0381,3,3,3,false,Alarm,1,CHIEF,2,2,6,Tenderloin,"(37.778539623098, -122.417393041314)",122740179-B02
122740179,E36,12090383,Alarms,09/30/2012,09/30/2012,09/30/2012 01:03:01 PM,09/30/2012 01:03:53 PM,09/30/2012 01:04:13 PM,09/30/2012 01:05:24 PM,09/30/2012 01:06:32 PM,,,Other,09/30/2012 01:10:46 PM,0 Block of GROVE ST,SF,94102,B02,36,0381,3,3,3,true,Alarm,1,ENGINE,1,2,6,Tenderloin,"(37.778539623098, -122.417393041314)",122740179-E36
122740179,T03,12090383,Alarms,09/30/2012,09/30/2012,09/30/2012 01:03:01 PM,09/30/2012 01:03:53 PM,09/30/2012 01:04:13 PM,09/30/2012 01:05:30 PM,09/30/2012 01:08:18 PM,,,Other,09/30/2012 01:08:52 PM,0 Block of GROVE ST,SF,94102,B02,36,0381,3,3,3,false,Alarm,1,TRUCK,3,2,6,Tenderloin,"(37.778539623098, -122.417393041314)",122740179-T03
122740183,89,12090384,Medical Incident,09/30/2012,09/30/2012,09/30/2012 01:06:31 PM,09/30/2012 01:07:29 PM,09/30/2012 01:07:47 PM,09/30/2012 01:08:25 PM,09/30/2012 01:10:57 PM,09/30/2012 01:27:09 PM,09/30/2012 01:47:27 PM,Code 3 Transport,09/30/2012 01:48:02 PM,2000 Block of 19TH AVE,SF,94116,B08,40,7417,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,8,4,Sunset/Parkside,"(37.7495740887502, -122.476227950535)",122740183-89
